mobility_type,x_time,y_ridership_change,state,city,x_date
transit_stations_percent_change_from_baseline,372009,,Texas,Madison County,05-Jun
workplaces_percent_change_from_baseline,372009,-22.0,Texas,Madison County,05-Jun
residential_percent_change_from_baseline,372009,,Texas,Madison County,05-Jun
retail_and_recreation_percent_change_from_baseline,372010,,Texas,Madison County,06-Jun
grocery_and_pharmacy_percent_change_from_baseline,372010,-12.0,Texas,Madison County,06-Jun
parks_percent_change_from_baseline,372010,,Texas,Madison County,06-Jun
transit_stations_percent_change_from_baseline,372010,,Texas,Madison County,06-Jun
workplaces_percent_change_from_baseline,372010,,Texas,Madison County,06-Jun
residential_percent_change_from_baseline,372010,,Texas,Madison County,06-Jun
retail_and_recreation_percent_change_from_baseline,372011,,Texas,Madison County,07-Jun
grocery_and_pharmacy_percent_change_from_baseline,372011,-3.0,Texas,Madison County,07-Jun
parks_percent_change_from_baseline,372011,,Texas,Madison County,07-Jun
transit_stations_percent_change_from_baseline,372011,,Texas,Madison County,07-Jun
workplaces_percent_change_from_baseline,372011,,Texas,Madison County,07-Jun
residential_percent_change_from_baseline,372011,,Texas,Madison County,07-Jun
retail_and_recreation_percent_change_from_baseline,372012,,Texas,Madison County,08-Jun
grocery_and_pharmacy_percent_change_from_baseline,372012,-7.0,Texas,Madison County,08-Jun
parks_percent_change_from_baseline,372012,,Texas,Madison County,08-Jun
transit_stations_percent_change_from_baseline,372012,,Texas,Madison County,08-Jun
workplaces_percent_change_from_baseline,372012,-22.0,Texas,Madison County,08-Jun
residential_percent_change_from_baseline,372012,,Texas,Madison County,08-Jun
retail_and_recreation_percent_change_from_baseline,372013,,Texas,Madison County,09-Jun
grocery_and_pharmacy_percent_change_from_baseline,372013,,Texas,Madison County,09-Jun
parks_percent_change_from_baseline,372013,,Texas,Madison County,09-Jun
transit_stations_percent_change_from_baseline,372013,,Texas,Madison County,09-Jun
workplaces_percent_change_from_baseline,372013,-22.0,Texas,Madison County,09-Jun
residential_percent_change_from_baseline,372013,,Texas,Madison County,09-Jun
retail_and_recreation_percent_change_from_baseline,372014,,Texas,Madison County,10-Jun
grocery_and_pharmacy_percent_change_from_baseline,372014,,Texas,Madison County,10-Jun
parks_percent_change_from_baseline,372014,,Texas,Madison County,10-Jun
transit_stations_percent_change_from_baseline,372014,,Texas,Madison County,10-Jun
workplaces_percent_change_from_baseline,372014,-21.0,Texas,Madison County,10-Jun
residential_percent_change_from_baseline,372014,,Texas,Madison County,10-Jun
retail_and_recreation_percent_change_from_baseline,372015,,Texas,Madison County,11-Jun
grocery_and_pharmacy_percent_change_from_baseline,372015,18.0,Texas,Madison County,11-Jun
parks_percent_change_from_baseline,372015,,Texas,Madison County,11-Jun
transit_stations_percent_change_from_baseline,372015,,Texas,Madison County,11-Jun
workplaces_percent_change_from_baseline,372015,-20.0,Texas,Madison County,11-Jun
residential_percent_change_from_baseline,372015,,Texas,Madison County,11-Jun
retail_and_recreation_percent_change_from_baseline,372016,,Texas,Madison County,12-Jun
grocery_and_pharmacy_percent_change_from_baseline,372016,1.0,Texas,Madison County,12-Jun
parks_percent_change_from_baseline,372016,,Texas,Madison County,12-Jun
transit_stations_percent_change_from_baseline,372016,,Texas,Madison County,12-Jun
workplaces_percent_change_from_baseline,372016,-19.0,Texas,Madison County,12-Jun
residential_percent_change_from_baseline,372016,,Texas,Madison County,12-Jun
retail_and_recreation_percent_change_from_baseline,372017,,Texas,Madison County,13-Jun
grocery_and_pharmacy_percent_change_from_baseline,372017,-7.0,Texas,Madison County,13-Jun
parks_percent_change_from_baseline,372017,,Texas,Madison County,13-Jun
transit_stations_percent_change_from_baseline,372017,,Texas,Madison County,13-Jun
workplaces_percent_change_from_baseline,372017,,Texas,Madison County,13-Jun
residential_percent_change_from_baseline,372017,,Texas,Madison County,13-Jun
retail_and_recreation_percent_change_from_baseline,372018,,Texas,Madison County,14-Jun
grocery_and_pharmacy_percent_change_from_baseline,372018,9.0,Texas,Madison County,14-Jun
parks_percent_change_from_baseline,372018,,Texas,Madison County,14-Jun
transit_stations_percent_change_from_baseline,372018,,Texas,Madison County,14-Jun
workplaces_percent_change_from_baseline,372018,,Texas,Madison County,14-Jun
residential_percent_change_from_baseline,372018,,Texas,Madison County,14-Jun
retail_and_recreation_percent_change_from_baseline,372019,,Texas,Madison County,15-Jun
grocery_and_pharmacy_percent_change_from_baseline,372019,5.0,Texas,Madison County,15-Jun
parks_percent_change_from_baseline,372019,,Texas,Madison County,15-Jun
transit_stations_percent_change_from_baseline,372019,,Texas,Madison County,15-Jun
workplaces_percent_change_from_baseline,372019,-25.0,Texas,Madison County,15-Jun
residential_percent_change_from_baseline,372019,,Texas,Madison County,15-Jun
retail_and_recreation_percent_change_from_baseline,372020,,Texas,Madison County,16-Jun
grocery_and_pharmacy_percent_change_from_baseline,372020,,Texas,Madison County,16-Jun
parks_percent_change_from_baseline,372020,,Texas,Madison County,16-Jun
transit_stations_percent_change_from_baseline,372020,,Texas,Madison County,16-Jun
workplaces_percent_change_from_baseline,372020,-23.0,Texas,Madison County,16-Jun
residential_percent_change_from_baseline,372020,,Texas,Madison County,16-Jun
retail_and_recreation_percent_change_from_baseline,372021,,Texas,Madison County,17-Jun
grocery_and_pharmacy_percent_change_from_baseline,372021,,Texas,Madison County,17-Jun
parks_percent_change_from_baseline,372021,,Texas,Madison County,17-Jun
transit_stations_percent_change_from_baseline,372021,,Texas,Madison County,17-Jun
workplaces_percent_change_from_baseline,372021,-20.0,Texas,Madison County,17-Jun
residential_percent_change_from_baseline,372021,,Texas,Madison County,17-Jun
retail_and_recreation_percent_change_from_baseline,372022,,Texas,Madison County,18-Jun
grocery_and_pharmacy_percent_change_from_baseline,372022,17.0,Texas,Madison County,18-Jun
parks_percent_change_from_baseline,372022,,Texas,Madison County,18-Jun
transit_stations_percent_change_from_baseline,372022,,Texas,Madison County,18-Jun
workplaces_percent_change_from_baseline,372022,-25.0,Texas,Madison County,18-Jun
residential_percent_change_from_baseline,372022,,Texas,Madison County,18-Jun
retail_and_recreation_percent_change_from_baseline,372023,,Texas,Madison County,19-Jun
grocery_and_pharmacy_percent_change_from_baseline,372023,10.0,Texas,Madison County,19-Jun
parks_percent_change_from_baseline,372023,,Texas,Madison County,19-Jun
transit_stations_percent_change_from_baseline,372023,,Texas,Madison County,19-Jun
workplaces_percent_change_from_baseline,372023,-29.0,Texas,Madison County,19-Jun
residential_percent_change_from_baseline,372023,,Texas,Madison County,19-Jun
retail_and_recreation_percent_change_from_baseline,372024,,Texas,Madison County,20-Jun
grocery_and_pharmacy_percent_change_from_baseline,372024,0.0,Texas,Madison County,20-Jun
parks_percent_change_from_baseline,372024,,Texas,Madison County,20-Jun
transit_stations_percent_change_from_baseline,372024,,Texas,Madison County,20-Jun
workplaces_percent_change_from_baseline,372024,-12.0,Texas,Madison County,20-Jun
residential_percent_change_from_baseline,372024,,Texas,Madison County,20-Jun
retail_and_recreation_percent_change_from_baseline,372025,,Texas,Madison County,21-Jun
grocery_and_pharmacy_percent_change_from_baseline,372025,4.0,Texas,Madison County,21-Jun
parks_percent_change_from_baseline,372025,,Texas,Madison County,21-Jun
transit_stations_percent_change_from_baseline,372025,,Texas,Madison County,21-Jun
workplaces_percent_change_from_baseline,372025,,Texas,Madison County,21-Jun
residential_percent_change_from_baseline,372025,,Texas,Madison County,21-Jun
retail_and_recreation_percent_change_from_baseline,372026,,Texas,Madison County,22-Jun
grocery_and_pharmacy_percent_change_from_baseline,372026,9.0,Texas,Madison County,22-Jun
parks_percent_change_from_baseline,372026,,Texas,Madison County,22-Jun
transit_stations_percent_change_from_baseline,372026,,Texas,Madison County,22-Jun
workplaces_percent_change_from_baseline,372026,-30.0,Texas,Madison County,22-Jun
residential_percent_change_from_baseline,372026,,Texas,Madison County,22-Jun
retail_and_recreation_percent_change_from_baseline,372027,,Texas,Madison County,23-Jun
grocery_and_pharmacy_percent_change_from_baseline,372027,,Texas,Madison County,23-Jun
parks_percent_change_from_baseline,372027,,Texas,Madison County,23-Jun
transit_stations_percent_change_from_baseline,372027,,Texas,Madison County,23-Jun
workplaces_percent_change_from_baseline,372027,-23.0,Texas,Madison County,23-Jun
residential_percent_change_from_baseline,372027,,Texas,Madison County,23-Jun
retail_and_recreation_percent_change_from_baseline,372028,,Texas,Madison County,24-Jun
grocery_and_pharmacy_percent_change_from_baseline,372028,,Texas,Madison County,24-Jun
parks_percent_change_from_baseline,372028,,Texas,Madison County,24-Jun
transit_stations_percent_change_from_baseline,372028,,Texas,Madison County,24-Jun
workplaces_percent_change_from_baseline,372028,-23.0,Texas,Madison County,24-Jun
residential_percent_change_from_baseline,372028,,Texas,Madison County,24-Jun
retail_and_recreation_percent_change_from_baseline,372029,,Texas,Madison County,25-Jun
grocery_and_pharmacy_percent_change_from_baseline,372029,10.0,Texas,Madison County,25-Jun
parks_percent_change_from_baseline,372029,,Texas,Madison County,25-Jun
transit_stations_percent_change_from_baseline,372029,,Texas,Madison County,25-Jun
workplaces_percent_change_from_baseline,372029,-26.0,Texas,Madison County,25-Jun
residential_percent_change_from_baseline,372029,,Texas,Madison County,25-Jun
retail_and_recreation_percent_change_from_baseline,372030,,Texas,Madison County,26-Jun
grocery_and_pharmacy_percent_change_from_baseline,372030,-4.0,Texas,Madison County,26-Jun
parks_percent_change_from_baseline,372030,,Texas,Madison County,26-Jun
transit_stations_percent_change_from_baseline,372030,,Texas,Madison County,26-Jun
workplaces_percent_change_from_baseline,372030,-25.0,Texas,Madison County,26-Jun
residential_percent_change_from_baseline,372030,,Texas,Madison County,26-Jun
retail_and_recreation_percent_change_from_baseline,372031,,Texas,Madison County,27-Jun
grocery_and_pharmacy_percent_change_from_baseline,372031,-17.0,Texas,Madison County,27-Jun
parks_percent_change_from_baseline,372031,,Texas,Madison County,27-Jun
transit_stations_percent_change_from_baseline,372031,,Texas,Madison County,27-Jun
workplaces_percent_change_from_baseline,372031,,Texas,Madison County,27-Jun
residential_percent_change_from_baseline,372031,,Texas,Madison County,27-Jun
retail_and_recreation_percent_change_from_baseline,372032,,Texas,Madison County,28-Jun
grocery_and_pharmacy_percent_change_from_baseline,372032,-5.0,Texas,Madison County,28-Jun
parks_percent_change_from_baseline,372032,,Texas,Madison County,28-Jun
transit_stations_percent_change_from_baseline,372032,,Texas,Madison County,28-Jun
workplaces_percent_change_from_baseline,372032,,Texas,Madison County,28-Jun
residential_percent_change_from_baseline,372032,,Texas,Madison County,28-Jun
retail_and_recreation_percent_change_from_baseline,372033,,Texas,Madison County,29-Jun
grocery_and_pharmacy_percent_change_from_baseline,372033,1.0,Texas,Madison County,29-Jun
parks_percent_change_from_baseline,372033,,Texas,Madison County,29-Jun
transit_stations_percent_change_from_baseline,372033,,Texas,Madison County,29-Jun
workplaces_percent_change_from_baseline,372033,-25.0,Texas,Madison County,29-Jun
residential_percent_change_from_baseline,372033,,Texas,Madison County,29-Jun
retail_and_recreation_percent_change_from_baseline,372034,,Texas,Madison County,30-Jun
grocery_and_pharmacy_percent_change_from_baseline,372034,,Texas,Madison County,30-Jun
parks_percent_change_from_baseline,372034,,Texas,Madison County,30-Jun
transit_stations_percent_change_from_baseline,372034,,Texas,Madison County,30-Jun
workplaces_percent_change_from_baseline,372034,-28.0,Texas,Madison County,30-Jun
residential_percent_change_from_baseline,372034,,Texas,Madison County,30-Jun
retail_and_recreation_percent_change_from_baseline,372035,,Texas,Madison County,01-Jul
grocery_and_pharmacy_percent_change_from_baseline,372035,,Texas,Madison County,01-Jul
parks_percent_change_from_baseline,372035,,Texas,Madison County,01-Jul
transit_stations_percent_change_from_baseline,372035,,Texas,Madison County,01-Jul
workplaces_percent_change_from_baseline,372035,-21.0,Texas,Madison County,01-Jul
residential_percent_change_from_baseline,372035,,Texas,Madison County,01-Jul
retail_and_recreation_percent_change_from_baseline,372036,,Texas,Madison County,02-Jul
grocery_and_pharmacy_percent_change_from_baseline,372036,,Texas,Madison County,02-Jul
parks_percent_change_from_baseline,372036,,Texas,Madison County,02-Jul
transit_stations_percent_change_from_baseline,372036,,Texas,Madison County,02-Jul
workplaces_percent_change_from_baseline,372036,-22.0,Texas,Madison County,02-Jul
residential_percent_change_from_baseline,372036,,Texas,Madison County,02-Jul
retail_and_recreation_percent_change_from_baseline,372037,,Texas,Madison County,03-Jul
grocery_and_pharmacy_percent_change_from_baseline,372037,9.0,Texas,Madison County,03-Jul
parks_percent_change_from_baseline,372037,,Texas,Madison County,03-Jul
transit_stations_percent_change_from_baseline,372037,,Texas,Madison County,03-Jul
workplaces_percent_change_from_baseline,372037,-39.0,Texas,Madison County,03-Jul
residential_percent_change_from_baseline,372037,,Texas,Madison County,03-Jul
retail_and_recreation_percent_change_from_baseline,372038,,Texas,Madison County,04-Jul
grocery_and_pharmacy_percent_change_from_baseline,372038,-30.0,Texas,Madison County,04-Jul
parks_percent_change_from_baseline,372038,,Texas,Madison County,04-Jul
transit_stations_percent_change_from_baseline,372038,,Texas,Madison County,04-Jul
workplaces_percent_change_from_baseline,372038,-26.0,Texas,Madison County,04-Jul
residential_percent_change_from_baseline,372038,,Texas,Madison County,04-Jul
retail_and_recreation_percent_change_from_baseline,372039,,Texas,Madison County,05-Jul
grocery_and_pharmacy_percent_change_from_baseline,372039,4.0,Texas,Madison County,05-Jul
parks_percent_change_from_baseline,372039,,Texas,Madison County,05-Jul
transit_stations_percent_change_from_baseline,372039,,Texas,Madison County,05-Jul
workplaces_percent_change_from_baseline,372039,,Texas,Madison County,05-Jul
residential_percent_change_from_baseline,372039,,Texas,Madison County,05-Jul
retail_and_recreation_percent_change_from_baseline,372040,,Texas,Madison County,06-Jul
grocery_and_pharmacy_percent_change_from_baseline,372040,11.0,Texas,Madison County,06-Jul
parks_percent_change_from_baseline,372040,,Texas,Madison County,06-Jul
transit_stations_percent_change_from_baseline,372040,,Texas,Madison County,06-Jul
workplaces_percent_change_from_baseline,372040,-31.0,Texas,Madison County,06-Jul
residential_percent_change_from_baseline,372040,,Texas,Madison County,06-Jul
retail_and_recreation_percent_change_from_baseline,372041,,Texas,Madison County,07-Jul
grocery_and_pharmacy_percent_change_from_baseline,372041,,Texas,Madison County,07-Jul
parks_percent_change_from_baseline,372041,,Texas,Madison County,07-Jul
transit_stations_percent_change_from_baseline,372041,,Texas,Madison County,07-Jul
workplaces_percent_change_from_baseline,372041,-25.0,Texas,Madison County,07-Jul
residential_percent_change_from_baseline,372041,,Texas,Madison County,07-Jul
retail_and_recreation_percent_change_from_baseline,372042,,Texas,Madison County,08-Jul
grocery_and_pharmacy_percent_change_from_baseline,372042,,Texas,Madison County,08-Jul
parks_percent_change_from_baseline,372042,,Texas,Madison County,08-Jul
transit_stations_percent_change_from_baseline,372042,,Texas,Madison County,08-Jul
workplaces_percent_change_from_baseline,372042,-28.0,Texas,Madison County,08-Jul
residential_percent_change_from_baseline,372042,,Texas,Madison County,08-Jul
retail_and_recreation_percent_change_from_baseline,372043,,Texas,Madison County,09-Jul
grocery_and_pharmacy_percent_change_from_baseline,372043,9.0,Texas,Madison County,09-Jul
parks_percent_change_from_baseline,372043,,Texas,Madison County,09-Jul
transit_stations_percent_change_from_baseline,372043,,Texas,Madison County,09-Jul
workplaces_percent_change_from_baseline,372043,-26.0,Texas,Madison County,09-Jul
residential_percent_change_from_baseline,372043,,Texas,Madison County,09-Jul
retail_and_recreation_percent_change_from_baseline,372044,,Texas,Madison County,10-Jul
grocery_and_pharmacy_percent_change_from_baseline,372044,-10.0,Texas,Madison County,10-Jul
parks_percent_change_from_baseline,372044,,Texas,Madison County,10-Jul
transit_stations_percent_change_from_baseline,372044,,Texas,Madison County,10-Jul
workplaces_percent_change_from_baseline,372044,-31.0,Texas,Madison County,10-Jul
residential_percent_change_from_baseline,372044,,Texas,Madison County,10-Jul
retail_and_recreation_percent_change_from_baseline,372045,,Texas,Madison County,11-Jul
grocery_and_pharmacy_percent_change_from_baseline,372045,-17.0,Texas,Madison County,11-Jul
parks_percent_change_from_baseline,372045,,Texas,Madison County,11-Jul
transit_stations_percent_change_from_baseline,372045,,Texas,Madison County,11-Jul
workplaces_percent_change_from_baseline,372045,,Texas,Madison County,11-Jul
residential_percent_change_from_baseline,372045,,Texas,Madison County,11-Jul
retail_and_recreation_percent_change_from_baseline,372046,,Texas,Madison County,12-Jul
grocery_and_pharmacy_percent_change_from_baseline,372046,-9.0,Texas,Madison County,12-Jul
parks_percent_change_from_baseline,372046,,Texas,Madison County,12-Jul
transit_stations_percent_change_from_baseline,372046,,Texas,Madison County,12-Jul
workplaces_percent_change_from_baseline,372046,,Texas,Madison County,12-Jul
residential_percent_change_from_baseline,372046,,Texas,Madison County,12-Jul
retail_and_recreation_percent_change_from_baseline,372047,,Texas,Madison County,13-Jul
grocery_and_pharmacy_percent_change_from_baseline,372047,-5.0,Texas,Madison County,13-Jul
parks_percent_change_from_baseline,372047,,Texas,Madison County,13-Jul
transit_stations_percent_change_from_baseline,372047,,Texas,Madison County,13-Jul
workplaces_percent_change_from_baseline,372047,-31.0,Texas,Madison County,13-Jul
residential_percent_change_from_baseline,372047,,Texas,Madison County,13-Jul
retail_and_recreation_percent_change_from_baseline,372048,,Texas,Madison County,14-Jul
grocery_and_pharmacy_percent_change_from_baseline,372048,,Texas,Madison County,14-Jul
parks_percent_change_from_baseline,372048,,Texas,Madison County,14-Jul
transit_stations_percent_change_from_baseline,372048,,Texas,Madison County,14-Jul
workplaces_percent_change_from_baseline,372048,-28.0,Texas,Madison County,14-Jul
residential_percent_change_from_baseline,372048,,Texas,Madison County,14-Jul
retail_and_recreation_percent_change_from_baseline,372049,,Texas,Madison County,15-Jul
grocery_and_pharmacy_percent_change_from_baseline,372049,,Texas,Madison County,15-Jul
parks_percent_change_from_baseline,372049,,Texas,Madison County,15-Jul
transit_stations_percent_change_from_baseline,372049,,Texas,Madison County,15-Jul
workplaces_percent_change_from_baseline,372049,-25.0,Texas,Madison County,15-Jul
residential_percent_change_from_baseline,372049,,Texas,Madison County,15-Jul
retail_and_recreation_percent_change_from_baseline,372050,,Texas,Madison County,16-Jul
grocery_and_pharmacy_percent_change_from_baseline,372050,7.0,Texas,Madison County,16-Jul
parks_percent_change_from_baseline,372050,,Texas,Madison County,16-Jul
transit_stations_percent_change_from_baseline,372050,,Texas,Madison County,16-Jul
workplaces_percent_change_from_baseline,372050,-29.0,Texas,Madison County,16-Jul
residential_percent_change_from_baseline,372050,,Texas,Madison County,16-Jul
retail_and_recreation_percent_change_from_baseline,372051,,Texas,Madison County,17-Jul
grocery_and_pharmacy_percent_change_from_baseline,372051,-14.0,Texas,Madison County,17-Jul
parks_percent_change_from_baseline,372051,,Texas,Madison County,17-Jul
transit_stations_percent_change_from_baseline,372051,,Texas,Madison County,17-Jul
workplaces_percent_change_from_baseline,372051,-27.0,Texas,Madison County,17-Jul
residential_percent_change_from_baseline,372051,,Texas,Madison County,17-Jul
retail_and_recreation_percent_change_from_baseline,372052,,Texas,Madison County,18-Jul
grocery_and_pharmacy_percent_change_from_baseline,372052,-16.0,Texas,Madison County,18-Jul
parks_percent_change_from_baseline,372052,,Texas,Madison County,18-Jul
transit_stations_percent_change_from_baseline,372052,,Texas,Madison County,18-Jul
workplaces_percent_change_from_baseline,372052,,Texas,Madison County,18-Jul
residential_percent_change_from_baseline,372052,,Texas,Madison County,18-Jul
retail_and_recreation_percent_change_from_baseline,372053,,Texas,Madison County,19-Jul
grocery_and_pharmacy_percent_change_from_baseline,372053,-11.0,Texas,Madison County,19-Jul
parks_percent_change_from_baseline,372053,,Texas,Madison County,19-Jul
transit_stations_percent_change_from_baseline,372053,,Texas,Madison County,19-Jul
workplaces_percent_change_from_baseline,372053,,Texas,Madison County,19-Jul
residential_percent_change_from_baseline,372053,,Texas,Madison County,19-Jul
retail_and_recreation_percent_change_from_baseline,372054,,Texas,Madison County,20-Jul
grocery_and_pharmacy_percent_change_from_baseline,372054,-3.0,Texas,Madison County,20-Jul
parks_percent_change_from_baseline,372054,,Texas,Madison County,20-Jul
transit_stations_percent_change_from_baseline,372054,,Texas,Madison County,20-Jul
workplaces_percent_change_from_baseline,372054,-30.0,Texas,Madison County,20-Jul
residential_percent_change_from_baseline,372054,,Texas,Madison County,20-Jul
retail_and_recreation_percent_change_from_baseline,372055,,Texas,Madison County,21-Jul
grocery_and_pharmacy_percent_change_from_baseline,372055,,Texas,Madison County,21-Jul
parks_percent_change_from_baseline,372055,,Texas,Madison County,21-Jul
transit_stations_percent_change_from_baseline,372055,,Texas,Madison County,21-Jul
workplaces_percent_change_from_baseline,372055,-26.0,Texas,Madison County,21-Jul
residential_percent_change_from_baseline,372055,,Texas,Madison County,21-Jul
retail_and_recreation_percent_change_from_baseline,372056,,Texas,Madison County,22-Jul
grocery_and_pharmacy_percent_change_from_baseline,372056,,Texas,Madison County,22-Jul
parks_percent_change_from_baseline,372056,,Texas,Madison County,22-Jul
transit_stations_percent_change_from_baseline,372056,,Texas,Madison County,22-Jul
workplaces_percent_change_from_baseline,372056,-27.0,Texas,Madison County,22-Jul
residential_percent_change_from_baseline,372056,,Texas,Madison County,22-Jul
retail_and_recreation_percent_change_from_baseline,372057,,Texas,Madison County,23-Jul
grocery_and_pharmacy_percent_change_from_baseline,372057,7.0,Texas,Madison County,23-Jul
parks_percent_change_from_baseline,372057,,Texas,Madison County,23-Jul
transit_stations_percent_change_from_baseline,372057,,Texas,Madison County,23-Jul
workplaces_percent_change_from_baseline,372057,-27.0,Texas,Madison County,23-Jul
residential_percent_change_from_baseline,372057,,Texas,Madison County,23-Jul
retail_and_recreation_percent_change_from_baseline,372058,,Texas,Madison County,24-Jul
grocery_and_pharmacy_percent_change_from_baseline,372058,-7.0,Texas,Madison County,24-Jul
parks_percent_change_from_baseline,372058,,Texas,Madison County,24-Jul
transit_stations_percent_change_from_baseline,372058,,Texas,Madison County,24-Jul
workplaces_percent_change_from_baseline,372058,-28.0,Texas,Madison County,24-Jul
residential_percent_change_from_baseline,372058,,Texas,Madison County,24-Jul
retail_and_recreation_percent_change_from_baseline,372059,,Texas,Madison County,25-Jul
grocery_and_pharmacy_percent_change_from_baseline,372059,-20.0,Texas,Madison County,25-Jul
parks_percent_change_from_baseline,372059,,Texas,Madison County,25-Jul
transit_stations_percent_change_from_baseline,372059,,Texas,Madison County,25-Jul
workplaces_percent_change_from_baseline,372059,-16.0,Texas,Madison County,25-Jul
residential_percent_change_from_baseline,372059,,Texas,Madison County,25-Jul
retail_and_recreation_percent_change_from_baseline,372060,,Texas,Madison County,26-Jul
grocery_and_pharmacy_percent_change_from_baseline,372060,-16.0,Texas,Madison County,26-Jul
parks_percent_change_from_baseline,372060,,Texas,Madison County,26-Jul
transit_stations_percent_change_from_baseline,372060,,Texas,Madison County,26-Jul
workplaces_percent_change_from_baseline,372060,,Texas,Madison County,26-Jul
residential_percent_change_from_baseline,372060,,Texas,Madison County,26-Jul
retail_and_recreation_percent_change_from_baseline,372061,,Texas,Madison County,27-Jul
grocery_and_pharmacy_percent_change_from_baseline,372061,-8.0,Texas,Madison County,27-Jul
parks_percent_change_from_baseline,372061,,Texas,Madison County,27-Jul
transit_stations_percent_change_from_baseline,372061,,Texas,Madison County,27-Jul
workplaces_percent_change_from_baseline,372061,-31.0,Texas,Madison County,27-Jul
residential_percent_change_from_baseline,372061,,Texas,Madison County,27-Jul
retail_and_recreation_percent_change_from_baseline,372062,,Texas,Madison County,28-Jul
grocery_and_pharmacy_percent_change_from_baseline,372062,,Texas,Madison County,28-Jul
parks_percent_change_from_baseline,372062,,Texas,Madison County,28-Jul
transit_stations_percent_change_from_baseline,372062,,Texas,Madison County,28-Jul
workplaces_percent_change_from_baseline,372062,-31.0,Texas,Madison County,28-Jul
residential_percent_change_from_baseline,372062,,Texas,Madison County,28-Jul
retail_and_recreation_percent_change_from_baseline,372063,,Texas,Madison County,29-Jul
grocery_and_pharmacy_percent_change_from_baseline,372063,,Texas,Madison County,29-Jul
parks_percent_change_from_baseline,372063,,Texas,Madison County,29-Jul
transit_stations_percent_change_from_baseline,372063,,Texas,Madison County,29-Jul
workplaces_percent_change_from_baseline,372063,-26.0,Texas,Madison County,29-Jul
residential_percent_change_from_baseline,372063,,Texas,Madison County,29-Jul
retail_and_recreation_percent_change_from_baseline,372064,,Texas,Madison County,30-Jul
grocery_and_pharmacy_percent_change_from_baseline,372064,13.0,Texas,Madison County,30-Jul
parks_percent_change_from_baseline,372064,,Texas,Madison County,30-Jul
transit_stations_percent_change_from_baseline,372064,,Texas,Madison County,30-Jul
workplaces_percent_change_from_baseline,372064,-23.0,Texas,Madison County,30-Jul
residential_percent_change_from_baseline,372064,,Texas,Madison County,30-Jul
retail_and_recreation_percent_change_from_baseline,372065,,Texas,Madison County,31-Jul
grocery_and_pharmacy_percent_change_from_baseline,372065,0.0,Texas,Madison County,31-Jul
parks_percent_change_from_baseline,372065,,Texas,Madison County,31-Jul
transit_stations_percent_change_from_baseline,372065,,Texas,Madison County,31-Jul
workplaces_percent_change_from_baseline,372065,-31.0,Texas,Madison County,31-Jul
residential_percent_change_from_baseline,372065,,Texas,Madison County,31-Jul
retail_and_recreation_percent_change_from_baseline,372066,,Texas,Madison County,01-Aug
grocery_and_pharmacy_percent_change_from_baseline,372066,-7.0,Texas,Madison County,01-Aug
parks_percent_change_from_baseline,372066,,Texas,Madison County,01-Aug
transit_stations_percent_change_from_baseline,372066,,Texas,Madison County,01-Aug
workplaces_percent_change_from_baseline,372066,-16.0,Texas,Madison County,01-Aug
residential_percent_change_from_baseline,372066,,Texas,Madison County,01-Aug
retail_and_recreation_percent_change_from_baseline,372067,,Texas,Madison County,02-Aug
grocery_and_pharmacy_percent_change_from_baseline,372067,-2.0,Texas,Madison County,02-Aug
parks_percent_change_from_baseline,372067,,Texas,Madison County,02-Aug
transit_stations_percent_change_from_baseline,372067,,Texas,Madison County,02-Aug
workplaces_percent_change_from_baseline,372067,,Texas,Madison County,02-Aug
residential_percent_change_from_baseline,372067,,Texas,Madison County,02-Aug
retail_and_recreation_percent_change_from_baseline,372068,,Texas,Madison County,03-Aug
grocery_and_pharmacy_percent_change_from_baseline,372068,0.0,Texas,Madison County,03-Aug
parks_percent_change_from_baseline,372068,,Texas,Madison County,03-Aug
transit_stations_percent_change_from_baseline,372068,,Texas,Madison County,03-Aug
workplaces_percent_change_from_baseline,372068,-29.0,Texas,Madison County,03-Aug
residential_percent_change_from_baseline,372068,,Texas,Madison County,03-Aug
retail_and_recreation_percent_change_from_baseline,372069,,Texas,Madison County,04-Aug
grocery_and_pharmacy_percent_change_from_baseline,372069,,Texas,Madison County,04-Aug
parks_percent_change_from_baseline,372069,,Texas,Madison County,04-Aug
transit_stations_percent_change_from_baseline,372069,,Texas,Madison County,04-Aug
workplaces_percent_change_from_baseline,372069,-26.0,Texas,Madison County,04-Aug
residential_percent_change_from_baseline,372069,,Texas,Madison County,04-Aug
retail_and_recreation_percent_change_from_baseline,372070,,Texas,Madison County,05-Aug
grocery_and_pharmacy_percent_change_from_baseline,372070,,Texas,Madison County,05-Aug
parks_percent_change_from_baseline,372070,,Texas,Madison County,05-Aug
transit_stations_percent_change_from_baseline,372070,,Texas,Madison County,05-Aug
workplaces_percent_change_from_baseline,372070,-26.0,Texas,Madison County,05-Aug
residential_percent_change_from_baseline,372070,,Texas,Madison County,05-Aug
retail_and_recreation_percent_change_from_baseline,372071,,Texas,Madison County,06-Aug
grocery_and_pharmacy_percent_change_from_baseline,372071,6.0,Texas,Madison County,06-Aug
parks_percent_change_from_baseline,372071,,Texas,Madison County,06-Aug
transit_stations_percent_change_from_baseline,372071,,Texas,Madison County,06-Aug
workplaces_percent_change_from_baseline,372071,-29.0,Texas,Madison County,06-Aug
residential_percent_change_from_baseline,372071,,Texas,Madison County,06-Aug
